"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2021","175","Indique cuál de las siguientes aminas sería la más básica:","Anilina.","4-Metilanilina.","N,N-Dietilamina.","Metilamina.","","3"
"2021","176","Para la síntesis del aminoácido alanina, en su forma racémica, mediante un proceso de aminación reductora, ¿cuál de los ácidos que se indican ha de emplearse como material de partida?:","Ácido2-oxopropanoico.","Ácido2-cloropropanoico.","Ácido2-hidroxipropanoico.","Ácido2-oxobutanoico.","","1"
"2021","177","¿Cuál de los siguientes alcoholes es más ácido?:","Etanol.","2,2,2-Trifluoroetanol.","p-Clorofenol.","p-Aminofenol.","","3"
"2021","178","¿Qué compuesto presenta la mayor energía reticular?:","Mg F2","MgO.","Na2 O","NaF.","","2"
"2021","179","En los metales, la conductividad eléctrica:","Aumenta al aumentar la temperatura.","Disminuye al aumentar la temperatura.","Es independiente de la temperatura.","No depende del número de electrones de valencia.","","2"
"2021","180","Cu dl de las siguientes propuestas ordena las funciones orbitales según su capacidad de apantallamiento?:","1 s < 2 s < 3 s.","3 s < 3 p < 3 d.","3 s = 3 p = 3 d.","3 s > 3 p > 3 d.","","4"
"2021","181","La estructura molecular del tetrafloruro de xenon ( Xe F 4 ) es cuadrada plana, ¿qué esquema de hibridación es consistente con esta geometría?:","","","","","","4"
"2021","183","El diagrama de tallo y hoja es una:","Clasificación botánica.","Distribución de medias y medianas obtenidas de distintos tamaños muestrales.","Distribución de frecuencias de una variable cuantitativa.","Distribución de frecuencias de datos categóricos.","","3"
"2021","184","En una distribución platicúrtica de valores de una variable cuantitativa, los valores:","Se distribuyen según la Ley Normal.","Se acumulan en las colas en comparación con una distribución normal.","Se acumulan en el centro de la distribución en comparación con una distribución normal.","Se distribuyen siempre asimétricamente.","","2"
"2021","185","Señale cuál de las siguientes afirmaciones acerca de la dispersión en una serie de datos es cierta:","La varianza es la raíz cuadrada de la desviación estándar.","La desviación estándar es la media de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.","La varianza es la media de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.","La varianza es la media de la suma de cuadrados de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.","","4"
"2021","186","Indique cuál de las siguientes afirmaciones acerca de los percentiles es verdadera:","No son medidas de posición.","Los cuartiles son cada uno de los4 valores de una variable que dividen la muestra ordenada en4 grupos de igual tamaño.","Los cuartiles son cada uno de los3 valores de una variable que dividen la muestra ordenada en4 grupos de igual tamaño.","Los cuartiles son cada uno de los4 valores de una variable que dividen la muestra ordenada en3 grupos de igual tamaño.","","3"
"2021","187","¿Cuál de los siguientes NO es un ejemplo de acuerdo de riesgo compartido?:","El precio al que la farmacia de un hospital adquiere el romiplostin disminuye un20 %si se supera la compra de1.000 unidades anuales.","La farmacia de un hospital negocia un descuento del40 %en el precio del posaconazol de un determinado laboratorio.","Un laboratorio financia el tratamiento a partir del décimo ciclo de quimioterapia con su nuevo anticuerpo monoclonal para cáncer de mama.","El precio que se paga a un laboratorio por la compra de somatropina varía en función de la altura que crezca el paciente en un determinado tiempo.","","2"
"2021","188","¿Cuál de los siguientes principios activos NO tiene biosimilar?:","Filgrastim.","Erlotinib.","Insulina glargina.","Enoxaparina.","","2"
"2021","189","¿Qué es cierto respecto al Nomenclátor oficial de la prestación farmacéutica?:","Es el organismo encargado de otorgar a cada principio activo su Denominación Común Española (DOE).","Es la Base de Datos del Ministerio de Sanidad en materia de prestación farmacéutica en el Sistema Nacional de Salud.","Es el comité encargado de aceptar o denegar el nombre de fantasía como denominación del medicamento.","Es un departamento de la Agencia Española del Medicamento y Producto Sanitario (AEMPS) encargado de la evaluación de medicamento genéricos.","","2"
"2021","190","El diseño y ejecución de un ensayo clínico multicéntrico es complejo y requiere de la participación de múltiples actores. ¿Cuál de las siguientes afirmaciones es correcta?:","El monitor no puede formar parte del equipo investigador.","El investigador principal es el individuo, empresa, institución u organización responsable de iniciar, gestionar y organizar la financiación de un ensayo clínico.","El manual del investigador es el documento donde se describen los objetivos, el diseño, la metodología, las consideraciones estadísticas y la organización de un ensayo clínico.","El monitor es la persona encargada de la realización del ensayo clínico en un centro de ensayos clínicos.","","1"
"2021","191","¿Cuál de las siguientes opciones es INCORRECTA en relación a los denominados medicamentos de terapia avanzada?:","Esta denominación incluye a los medicamentos de terapia génica, medicamentos de terapia celular somática, los medicamentos o productos de ingeniería tisular y los medicamentos combinados de terapia avanzada.","Un medicamento de terapia avanzada de fabricación no industrial elaborado en una institución hospitalaria puede ser exportado a otros hospitales que lo soliciten sin necesidad de nuevas autorizaciones.","Un tejido para implante que no haya sido objeto de una manipulación sustancial y que se vaya a utilizar con la misma función esencial en donante y receptor no se consideraría una terapia avanzada a pesar de utilizar células.","La terapia de células T con receptores quiméricos de antígenos (CAR-T) es un ejemplo de medicamento de terapia avanzada.","","2"
"2021","192","El reconocimiento de antígenos propios es sinónimo de enfermedad autoinmune. Indique si esta afirmación es verdadera o falsa:","Falsa, porque la enfermedad autoinmune solo se desencadena si se reconocen antígenos de patógenos que tienen mimetismo con antígenos propios.","Verdadera, porque nuestro repertorio de linfocitos Ty B es autorreactivo y este es el único factor que se asocia a autoinmunidad.","Falsa, porque el reconocimiento se produce para mantener el pool de linfocitos To By se requieren factores adicionales para romper la tolerancia.","Verdadera, porque la autoinmunidad se desencadena siempre que hay reconocimiento de autoantígenos.","","3"
"2021","193","¿Qué moléculas intervendrán en el procesamiento y presentación de antígenos de un patógeno que entra en la célula presentadora de antígeno por la vía endocítica para inducir una buena respuesta inmune?:","Cadena invariante, HLA-DM, TAP.","MHC de clase II, calreticulina, ERP57, CLIP.","CD4, cadena invariante, tapasina, calnexina, HLA-DR.","CLIP, HLA-DM, HLA-DQ.","","4"
"2021","195","¿En cuál de las siguientes situaciones NO se activaría la vía clásica del Sistema del Complemento para inducir inflamación?:","Bacteria gram positiva reconocida por IgM.","Bacteria gram negativa reconocida por IgA.","Bacteria gram positiva opsonizada con IgG.","Bacteria gram negativa opsonizada por Proteína C Reactiva.","","2"
"2021","196","¿Qué enunciado es una característica de las células T de memoria?:","Son de proliferación constante sin antígeno y de reactividad aumentada a la exposición del antígeno.","Son quiescentes, de reactividad aumentada a la exposición del antígeno y por tanto responsables de la autoinmunidad.","Son quiescentes y de reactividad aumentada a la exposición del antígeno.","Son inmortales y activan a las células T vírgenes mediante la secreción de citoquinas.","","3"
"2021","197","¿Qué células sanguíneas circulantes se diferencian a macrófagos en los tejidos?:","Neutrófilos.","Macrófagos inmaduros.","Monocitos.","Células mieloides progenitoras circulantes.","","3"
"2021","198","¿Cuál es la función principal del timo?:","Es el órgano donde los linfocitos T senescentes van a morir.","Es el órgano donde residen los linfocitos de memoria hasta la senescencia.","Es el órgano donde se induce la activación de los linfocitos T específica para un antígeno.","Es el órgano donde se produce la maduración de los linfocitos T.","","4"
"2021","199","Las células dendríticas, durante una infección, tienen como funciones:","Fagocitar microbios y erradicarlos, secretar citocinas inflamatorias (TNFα e IL-1) para fomentar la inflamación local.","Migrar desde el sitio de infección hasta el nódulo linfático para producir citoquinas antiinflamatorias para activar a los linfocitos T.","Llevar desde el sitio de infección hasta el nódulo linfático a los antígenos para presentárselos a los linfocitos T.","Presentar antígenos a los linfocitos T en el sitio de infección.","","3"
"2021","200","¿Cuál es la función de los linfocitosC D4 + Th17?:","Producir IL-1, IL-7 e inducir una respuesta inflamatoria.","Producir IL-1, IL-7 e inducir una respuesta antiinflamatoria.","Producir IL-17 e inducir una respuesta inflamatoria.","Producir IL-17 e inducir una respuesta antiinflamatoria.","","3"
"2021","201","De las siguientes estructuras fundamentales, ¿cuál seleccionaría para diseñar un agente ansiolítico?:","Fenotiazina.","Dibenzo[b,f]azepina.","1,2-benzodiazepina.","1,4-benzodiazepina.","","4"
"2021","202","¿Cuál de las siguientes afirmaciones sobre Listeria monocytogenes es INCORRECTA?:","Es un bacilo grampositivo.","Forma colonias catalasa y CAMP positivas.","No crece en hemocultivos.","Presenta resistencia intrínseca a la ceftriaxona.","","3"
"2021","203","La vía aferente del reflejo fotomotor comienza en los fotorreceptores retinianos y continúa por las fibras del nervio óptico hasta el pretectum, donde hacen sinapsis con neuronas, que después conectan con un núcleo denominado:","Núcleo geniculado.","Núcleo de Edinger-Westphal.","Núcleo ciliespinal de Budge.","Núcleo de Deiters.","","2"
"2021","204","Una paciente de70 años, durante un proceso quirúrgico, recibe tratamiento con heparina no fraccionada. A los7 días del inicio del tratamiento presenta un recuento plaquetario de 8 7. 0 0 0 / L (200.000 plaquetas ~ u ~ L ~ al inicio) ¿qué medida debe adoptarse?:","Administrar sulfato de protamina.","Cambiar a heparina de bajo peso molecular.","Administrar un concentrado de plaquetas.","Suspender la heparina y administrar fondaparinux.","","4"
"2021","205","¿Cuál de las siguientes afirmaciones acerca de vancomicina es INCORRECTA?:","Es un antibiótico del grupo de los lipopéptidos al igual que teicoplanina.","Se utiliza por vía oral en el tratamiento de las infecciones gastrointestinales por Clostridioides difficile.","Produce como efectos adversos exantemas, ototoxicidad y nefrotoxicidad.","Su mecanismo de acción es inhibir la síntesis de la pared celular bacteriana.","","1"
"2021","206","Señale, de entre los siguientes AINE, el fármaco que presenta una mayor selectividad por la COX-2:","Acido acetil salicílico.","Ibuprofeno.","Naproxeno.","Diclofenaco.","","4"
"2021","207","¿En cuál de estas vías de administración hay mayor pérdida por metabolización hepática?:","Transpulmonar.","Percutánea.","Oral.","Rectal.","","3"
"2021","208","¿Cuál de las siguientes proteínas plasmáticas NO se suele observar en el proteinograma en suero?:","Prealbúmina.","Haptoglobina.","Ferroxidasa.","Proteína transportadora de retinol.","","1"
"2021","209","Un espectro de masas es la representación de la abundancia relativa de los iones frente a:","Carga de los iones.","Masa de los iones.","Relación masa/carga de los iones.","Relación carga/masa de los iones.","","3"
"2021","210","¿Qué antídoto se indica en una sobredosis por anticoagulantes del tipo de la warfarina?:","Idarucizumab.","Flumazenilo.","Andexanet.","Vitamina K.","","4"
"2022","1","Saquinavir y ritonavir son fármacos utilizados en el tratamiento del SIDA que son además un ejemplo de diseño racional basado en la estructura. Cu dl de las siguientes afirmaciones describe correctamente a estos compuestos?:","Son peptidomiméticos diseñados para inhibir la proteasa del VIH y actuar como análogos del estado de transición.","Son análogos de los ácidos nucleicos y actúan como inhibidores competitivos de la transcriptasa inversa.","Son peptidomiméticos diseñados para inhibir la integrasa del VIH y actuar como inhibidores reversibles.","Son compuestos que contienen en su estructura un sistema de didesoxiribosa, diseñados para actuar como inhibidores de una proteasa del VIH.","","1"
"2022","2","Las penicilinas poseen una estructura bicíclica que contiene una.-lactama fundamental para su actividad antibacteriana. Este sistema bicíclico:","Confiere una elevada tensión que dificulta su apertura por las-lactamasas bacterianas, confiriéndole así resistencia a estas enzimas.","Mimetiza el enlace glicosídico entre Nacetilmurámico yN-acetilglucosamina impidiendo así la síntesis del peptidoglicano presente en la pared celular bacteriana.","Mimetiza el dímero de D-Ala-D-Ala presente en el peptidoglicano, inhibiendo irreversiblemente la transpeptidasa.","Puede ser modificado bioisostéricamente, sustituyendo el nitrógeno por un oxígeno y dando lugar a una-lactona química y enzimáticamente más estable.","","3"
"2022","3","Los-bloqueantes fueron diseñados para actuar como antagonistas de los receptores - 1 del corazón. Estructuralmente son ariloxipropanolaminas y su selectividad cardiaca se consigue:","Introduciendo un grupo pequeño (H, metilo) en el grupo amino.","Introduciendo un grupo moderadamente voluminoso (isopropilo) en el grupo amino.","Eliminando el grupo catecol y sustituyéndolo por un arilo más voluminoso.","Epimerizando el grupo hidroxilo.","","2"
"2022","4","El sistema de quinolina forma parte de la estructura de muchos fármacos. Su síntesis se puede llevar a cabo mediante el método de Skraup, que implica hacer reaccionar derivados de:","Anilina con ácido sulfúrico y glicerina en presencia de nitrobenceno.","Piridina con malonato de dietilo en medio básico.","Fenilpropilamina en condiciones de ciclación.","Anilina con propanol en condiciones de sustitución nucleófila aromática.","","1"
"2022","5","¿Cuál de los siguientes antagonistas de los canales NMDA del ácido glutámico es además un agente antiviral?:","Ketamina.","Amantadina.","Ganciclovir.","Dextrometorfano.","","2"
"2022","6","¿Con qué nombre se describen los fármacos que mantienen la actividad opioide de la morfina y carecen del anillo de epóxido y del anillo C de esta?:","Morfinanos.","Fenilpiperidinas.","Anilinopiperidinas.","Benzomorfanos.","","4"
"2022","7","En el diseño de las estatinas, ¿qué fragmento de la estructura se considera esencial para realizar la actividad inhibidora del enzima HMG-CoA reductasa?:","El fragmento de decalina.","El fragmento de-hidroxi-δ-lactona o su correspondiente dihidroxiácido.","El anillo aromático halogenado.","El grupo isopropilo.","","2"
"2022","8","Cu al de las siguientes ecuaciones define al coeficiente de partición ( P ) de un fármaco, siendo [fármaco] la concentración de dicho fármaco en el disolvente indicado?:","P =[fármaco]agua /[fármaco]octanol.","P =Log[fármaco]agua.","P =[fármaco]octanol /[fármaco]agua.","P =Log[fármaco]octanol.","","3"
"2022","9","¿Qué tipo de intermedio reactivo se forma en el metabolismo oxidativo de los anillos aromáticos y es responsable de su toxicidad?:","Quinona.","1,2-Diol.","Epóxido.","Radical hidroxilo.","","3"
"2022","10","La metodología utilizada para preparar, en un proceso único y eficiente, una mezcla o colección de compuestos estructuralmente relacionados, se denomina:","Química supramolecular.","Química combinatoria.","Química divergente.","Química sostenible.","","2"
"2022","11","¿Cuál es el papel fundamental del grupo metoxilo en la posición4 del anillo de piridina del omeprazol?:","Aumentar su estabilidad metabólica.","Disminuir su lipofilia para disminuir su absorción.","Aumentar la nucleofilia del nitrógeno piridínico para su bioactivación.","Aumentar su lipofilia para favorecer su absorción.","","3"
"2022","12","El atracurio es un bloqueante neuromuscular análogo sintético de la tubocurarina que se inactiva rápidamente en la sangre( pH = 7, 4 ) por una reacción de:","Hidrólisis de un grupo carbamato.","Desmetilación de la sal de amonio cuaternario.","Oxidación del heterociclo nitrogenado.","Eliminación de Hofmann.","","4"
"2022","13","¿Cuáles de los siguientes fragmentos deben estar presentes en la estructura de los antagonistas nicotínicos?:","Dos restos de acetilcolina situados a una determinada distancia el uno del otro.","Un átomo de nitrógeno cuaternario, una función oxigenada, y dos grupos apolares próximos a esta última.","Dos átomos de nitrógeno cargados unidos por un espaciador, de manera que estén situados a una distancia determinada el uno del otro.","Un nitrógeno cuaternario y anillos aromáticos con grupos aceptores de electrones.","","3"
"2022","14","¿Qué consecuencia tiene la introducción de un grupo etinilo en la posición17- a del estradiol?:","Aumenta la selectividad al facilitar la unión al receptor α y al impedir la interacción con el receptor.","Prolonga la actividad del fármaco por inhibición de su metabolismo.","Aumenta la unión al receptor al incrementar la acidez del grupo OH en la posición17-.","Cambia la actividad del fármaco de agonista a antagonista.","","2"
"2022","15","¿Qué parte de la estructura de la eritromicina es responsable de su inestabilidad química?:","El fragmento de-hidroxicarbonilo.","El resto de aminoazúcar.","El grupo lactona.","Los dos fragmentos de-hidroxicarbonilo.","","4"
"2022","16","Las oripavinas son análogos rígidos de la morfina. Se obtienen a partir del alcaloide tebaína, aprovechando la presencia en su estructura de un sistema de dos dobles enlaces conjugados, por medio de la siguiente reacción:","Cicloadición[ 4 + 2 ].","Expansión de anillo.","Cicloadición[ 3 + 2 ].","Contracción de anillo.","","1"
"2022","17","En el diseño de fármacos, la sustitución de una función éster por un grupo carbamato, ¿qué consecuencia tiene?:","Un aumento de la lipofilia y, por tanto, mejor absorción.","Una disminución de la vida media.","Un aumento de la estabilidad metabólica.","Un incremento del impedimento estérico.","","3"
"2022","18","i Qu e característica estructural es común en los agentes intercalantes del ADN?:","Una cadena peptídica.","Un anillo de aziridina.","Un sistema plano de anillos aromáticos o heteroaromáticos.","Un fragmento de-hidroxicarbonilo.","","3"
"2022","19","cu al es la respuesta correcta respecto al microorganismo Hafnia alvei?:","Es una enterobacteria.","Es un bacilo gramnegativo no fermentador.","Es una espiroqueta.","Es una bacteria intracelular.","","1"
"2022","20","¿Cuál es la respuesta INCORRECTA respecto al virus de la parotiditis?:","Pertenece a la familia Paramyxoviridae.","El único hospedador es el ser humano.","Puede producir epidídimo-orquitis.","Es un virus ARN monocatenario con simetría icosaédrica.","","4"
"2022","21","¿Cuál de las siguientes respuestas es correcta respecto al virus SARS-CoV-2?:","Es un virus ARN bicatenario de simetría helicoidal.","Reconoce el receptor humano ACE2 (enzima convertidora de angiotensina2).","El gen estructural S es idéntico al del virus SARS-CoV-1.","Pertenece a la familia Orthomyxoviridae.","","2"
"2022","22","¿Por qué es difícil el aislamiento microbiológico de Francisella tularensis?:","Solo crece en anaerobiosis tras una incubación prolongada.","Necesita medios de cultivo enriquecidos con cisteína y una incubación prolongada.","Necesita medios de cultivo enriquecidos con carbón vegetal y una incubación prolongada.","Necesita sistemas de cultivo celulares y una incubación prolongada.","","2"
"2022","23","¿Cuál de las siguientes afirmaciones es INCORRECTA respecto al género Bartonella?:","Son pequeños cocobacilos o bacilos gramnegativos con requerimientos de crecimiento exigentes.","Bartonella bacilliformis es responsable de la enfermedad de Carrión.","Bartonella quintana se transmite de persona a persona a través de los piojos.","Bartonella henselae se transmite a través de las moscas de la arena.","","4"
"2022","24","Señale cuál de las siguientes afirmaciones sobre Campylobacter jejuni es INCORRECTA:","Es un bacilo gramnegativo curvo.","Gran parte de las infecciones que produce están relacionadas con el consumo de pollo.","Para su aislamiento a partir de heces se requiere la incubación con atmósfera de microaerofilia.","Es resistente a los macrólidos.","","4"
"2022","25","¿Cuál de los siguientes microorganismos es grampositivo?:","Listeria monocytogenes.","Bordetella pertussis.","Francisella tularensis.","Helicobacter pylori.","","1"
"2022","26","Señale la respuesta correcta sobre el género Mycobacterium:","Mycobacterium chelonae es una micobacteria de crecimiento lento.","Mycobacterium kansasii es una micobacteria no cromógena.","Mycobacterium tuberculosis da positiva la prueba de niacina.","Mycobacterium bovis es sensible a pirazinamida.","","3"
"2022","27","Las micosis sistémicas endémicas son aquellas causadas por:","Dermatofitos.","Hongos dimórficos.","Mucorales.","Hongos hialinos.","","2"
"2022","28","Señale cuál de los siguientes microorganismos presenta resistencia intrínseca de bajo nivel a vancomicina:","Enterococcus casseliflavus.","Abiotrophia defectiva.","Streptococcus gallolyticus.","Gemella haemolysans.","","1"
"2022","29","En el cultivo de un aspirado bronquial, tras24 horas de incubación a3 7 ~ C, se observa crecimiento en agar MacConkey. Las colonias son oxidasa positiva y presentan pigmento verde. ¿Cuál sería la identificación presuntiva?:","Staphylococcus aureus.","Escherichia coli.","Pseudomonas aeruginosa.","Acinetobacter baumannii.","","3"
"2022","30","¿Qué microorganismo es el principal agente causal de infección de tracto urinario en población general?:","Staphylococcus saprophyticus.","Escherichia coli.","Pseudomonas aeruginosa.","Proteus mirabilis.","","2"
"2022","31","¿Cuál de los siguientes fármacos NO se utiliza en el tratamiento de la tuberculosis?:","Amikacina.","Bedaquilina.","Vancomicina.","Isoniazida.","","3"
"2022","32","Señale la relación INCORRECTA entre antibiótico y mecanismo de acción:","Ciprofloxacino – inhibición de la síntesis de la pared bacteriana.","Colistina – acción sobre el lipopolisacárido de la membrana bacteriana.","Vancomicina – bloqueo de la transglucosilación en la síntesis del peptidoglicano.","Gentamicina – alteración de la síntesis proteica.","","1"
"2022","33","¿Cuál de los siguientes antibióticos NO es activo frente a bacterias grampositivas?:","Daptomicina.","Linezolid.","Dalbavancina.","Colistina.","","4"
"2022","34","En la tinción de Gram de un exudado uretral se observan diplococos gramnegativos intracelulares y un predominio de leucocitos polimorfonucleares. ¿Qué microorganismo cuenta con un alto grado de sospecha?:","Mycoplasma genitalium.","Chlamydia trachomatis.","Neisseria gonorrhoeae.","Haemophilus ducreyi.","","3"
"2022","35","¿Cuál de los siguientes antibióticos sería adecuado para tratar una infección causada por Klebsiella pneumoniae productora de βlactamasa de espectro extendido (BLEE)?:","Ertapenem.","Amoxicilina.","Cefotaxima.","Aztreonam.","","1"
"2022","36","¿Cuál de las siguientes NO es una forma de tularemia?:","Enfermedad pulmonar.","Enfermedad ulceroglandular.","Enfermedad oculoganglionar.","Enfermedad de Brill-Zinsser.","","4"
"2022","37","¿Cuál de los siguientes microorganismos es un patógeno humano estricto?:","Shigella dysenteriae.","Yersinia pestis.","Campylobacter jejuni.","Francisella tularensis.","","1"
"2022","38","¿Qué parásito se distribuye mayoritariamente en Estados Unidos?:","Babesia microti.","Clonorchis sinensis.","Diphyllobothrium latum.","Acanthotrema felis.","","1"
"2022","39","¿Qué afirmación es cierta en relación al ciclo biológico de Trichuris trichura?:","Los huevos embrionados se excretan en las heces.","Después de la ingesta, los huevos eclosionan en el intestino grueso.","Las larvas maduran en adultos y se establecen en el intestino delgado.","Los gusanos adultos viven en el ciego.","","4"
"2022","40","Una niña de5 años natural de Ecuador presenta epigastralgias, falta de apetito, y déficit de desarrollo corporal. En el examen parasitológico de las heces se observa la presencia de un huevo ovalado de4 5 x 3 8 m, que contiene un embrión hexacanto y4 filamentos polares entre las dos membranas. ¿A qué parásito corresponde la descripción?:","Taenia saginata.","Hymenolepis nana.","Hymenolepis diminuta.","Dipylidium caninum.","","2"
"2022","41","El planteamiento matemático de Arrhenius dentro del campo del desarrollo farmacéutico sirve para estimar:","La velocidad de degradación de un fármaco a diferentes temperaturas a partir de la temperatura cinética media.","La solubilidad real de un fármaco a partir de su solubilidad ideal, según los valores de entalpía de disolución.","La velocidad de disolución de un fármaco a diferentes temperaturas, según los valores de entalpía de fusión.","La solubilidad de un fármaco a diferentes temperaturas según los valores de entalpía de fusión.","","1"
"2022","42","¿Para qué sirve el test de activación de monocitos (MAT)?:","Detección y cuantificación de bacterias gramnegativas en preparados de administración parenteral.","Detección, in vitro, de pirógenos en preparados de administración parenteral.","Detección, in vivo, de pirógenos en preparados de administración parenteral.","Detección de monocitos en preparados de administración parenteral.","","2"
"2022","43","¿Mediante qué procedimientos se puede obtener agua para preparaciones inyectables de acuerdo con la normativa europea?:","Solamente puede obtenerse mediante destilación a partir de agua purificada, apta para elaboración de medicamentos.","Solamente puede obtenerse mediante retroósmosis con electro-desionización, a partir de agua purificada, apta para elaboración de medicamentos.","Puede obtenerse mediante esterilización por calor a partir de agua potable, apta para consumo humano, y posterior envasado estéril.","Puede obtenerse mediante destilación o mediante un proceso equivalente como la retroósmosis con electro-desionización.","","4"
"2022","44","¿Cuál de los siguientes parámetros expresa la fluidez de un material pulverulento según la relación entre las densidades apelmazada y aparente?:","El índice de Hausner.","El parámetro de densificación de Ostwald.","El índice de densificación de Heckel.","El índice de porosidad.","","1"
"2022","45","¿Qué finalidad tienen los sistemas de vectorización activa de fármacos?:","Modular la velocidad de liberación del fármaco basándose en el cambio de pH o entorno enzimático, como por ejemplo un comprimido con recubrimiento entérico.","Dirigir la liberación del fármaco en un lugar determinado basándose en técnicas que incrementan el tiempo de residencia de la formulación mediante procedimientos de estabilización como la pegilación.","Dirigir la liberación del fármaco en un órgano determinado basándose en técnicas de micro o nano encapsulación.","Dirigir la liberación del fármaco en un lugar determinado basándose en la unión a ligandos específicos.","","4"
"2022","46","¿Deben ser estériles las preparaciones líquidas para inhalación no presurizadas?:","Solamente en aquellas destinadas a uso quirúrgico o heridas abiertas.","Solo en preparaciones presentadas en dispositivos unidosis, los cuales están exentos de conservantes, o en multidosis que no contengan conservante.","No es necesario en ningún caso, ya que estos preparados deben incluir conservantes en su composición salvo que posean propiedades antimicrobianas propias.","Sí. Es un requisito indispensable de farmacopea para este tipo de formulaciones, salvo que la formulación presente propiedades antimicrobianas.","","2"
"2022","47","El mecanismo de pulverización por roce o fricción da lugar a partículas con una forma más próxima a la siguiente:","Esférica.","Acicular.","Elipsoide.","Dentrítica.","","1"
"2022","48","La presión de pulso es una medida de:","La suma de las presiones diastólica y sistólica.","El número de latidos cardiacos por minuto.","La diferencia entre las presiones arterial y venosa.","La diferencia entre las presiones sistólica y diastólica.","","4"
"2022","49","Los factores que determinan la presión de un gas disuelto en un líquido, como, por ejemplo, el aire alveolar y la sangre, se relacionan mediante una de las siguientes leyes:","Ley de Ohm.","Ley de Henry.","Ley de Fick.","Ley de Laplace.","","2"
"2022","50","Según la clasificación de sensibilidad de las fibras nerviosas, las del grupo Ib son:","Fibras procedentes de las terminaciones anuloespirales de los husos musculares.","Fibras procedentes de los órganos tendinosos de Golgi.","Fibras procedentes de los órganos táctiles de la piel y de las terminaciones en ramillete.","Fibras que conducen la temperatura, el tacto grueso y las sensaciones de dolor y escozor.","","2"
"2022","51","Com 0 se denomina la hendidura o depresión del riñón a través del cual pasan la arteria y venas renales, los vasos linfáticos, la inervación y el uréter?:","Hilio renal.","Pirámide renal.","Pelvis renal.","Columna renal.","","1"
"2022","52","Los receptores de estiramiento del arco aórtico y del seno carotídeo:","Sirven como barorreceptores que estimulan la secreción de péptido natriurético auricular.","Sirven como barorreceptores que afectan la actividad del centro de control vasomotor y cardiaco del bulbo raquídeo.","Sirven como osmorreceptores que estimulan la liberación de ADH.","Sirven como barorreceptores que estimulan la secreción de renina, aumentando la formación de angiotensina II.","","2"
"2022","53","¿Cuál de los siguientes fenómenos está asociado a un desplazamiento hacia la derecha de la curva de disociación de oxígeno-hemoglobina?:","Disminución del pH.","Disminución de2,3-difosfoglicerato.","Disminución deCO2.","Disminución de la temperatura.","","1"
"2022","54","¿En cuál de las siguientes células se produce la secreción de gastrina?:","Células S del duodeno.","Células I del duodeno y del yeyuno.","Células G del antro.","Células K del duodeno y del yeyuno.","","3"
"2022","55","¿Cuál de las siguientes sustancias produce un aumento de la filtración glomerular?:","Noradrenalina.","Adrenalina.","Endotelina.","Prostaglandina E2.","","4"
"2022","56","El epitelio que se observa en el esófago de Barret es:","Columnar simple.","Escamoso estratificado.","Columnar estratificado.","Escamoso simple.","","1"
"2022","57","El conducto torácico drena la linfa en:","La vena yuxtaglomerular derecha.","La vena subclavia izquierda.","La arteria subaracnoidea.","La arteria linfática prefrontal.","","2"
"2022","58","Los órganos accesorios de reproducción masculinos derivan de:","Los conductos wolffianos (mesofrénicos).","Los conductos mullerianos (paramesofrénicos).","Los conductos seminíferos (paramesentéricos).","Los conductos antimullerianos (paramesofrénicos).","","1"
"2022","59","La síntesis y liberación de aldosterona ocurren:","En la zona glomerular suprarrenal y están reguladas por la angiotensina I.","En la zona glomerular suprarrenal y están reguladas por la angiotensina II.","En la zona fasciculada suprarrenal y están reguladas por la angiotensina II.","En la zona fasciculada suprarrenal y están reguladas por la angiotensina I.","","2"
"2022","60","¿Cuál es el orden correcto de maduración de la línea mieloide?:","Promielocito, metamielocito, mielocito, cayado.","Promielocito, mielocito, metamielocito, cayado.","Mielocito, promielocito, metamielocito, cayado.","Metamielocito, promielocito, mielocito, cayado.","","2"
"2022","61","¿Qué entidad hematológica cursa con una cifra elevada de hematíes, hemoglobina en rango normal o muy próximo a este, y un volumen corpuscular medio (VCM) bajo?:","Drepanocitosis.","Policitemia vera.","Talasemia menor.","Anemia ferropénica.","","3"
"2022","62","La presencia en sangre periférica de una cifra anormalmente elevada de linfocitos pequeños con cromatina en “caparazón de tortuga” o “grumelée” es típica de la siguiente neoplasia linfoide:","Linfoma-leucemia de Burkitt.","Linfoma del manto.","Leucemia linfática crónica.","Leucemia prolinfocítica B.","","3"
"2022","63","Los hematíes que presentan formas irregulares, con espículas alargadas repartidas de forma asimétrica por la superficie, y que aparecen en pacientes con hepatopatía grave se denominan:","Equinocitos.","Drepanocitos.","Esquistocitos.","Acantocitos.","","4"
