"exam_year","question_number","question_text","option_1","option_2","option_3","option_4","option_5","correct_option_number","correct_option_text","subject_name","section_name"
"2025","60","Indique qué se valora en el paso 6 de la estrategia TIMERS para el manejo de heridas de difícil cicatrización:","S, factores sociales.","R, cierre y cicatrización.","E, margen de la herida.","I, inflamación.","","1","S, factores sociales.","LEGISLACION","DERECHO"
"2025","61","¿Qué actividad no incluiría en el manejo efectivo de la ansiedad preoperatoria, para que los pacientes se sientan seguros, informados y apoyados en este proceso?","Evaluación integral del estado emocional del paciente identificando fuentes de ansiedad.","Implementar técnicas de relajación y control del estrés.","No involucrar a la familia en el proceso de cuidado ya que pueden crear un entorno desfavorable para la recuperación.","Escucha activa y validación de sentimientos.","","3","No involucrar a la familia en el proceso de cuidado ya que pueden crear un entorno desfavorable para la recuperación.","LEGISLACION","DERECHO"
"2025","62","¿Qué intervención domiciliaria es prioritaria para pacientes con insuficiencia respiratoria crónica grave y fatiga respiratoria significativa?","Oxigenoterapia domiciliaria.","Ventilación mecánica no invasiva.","Aerosolterapia con nebulizador.","Tos asistida domiciliaria.","","2","Ventilación mecánica no invasiva.","LEGISLACION","DERECHO"
"2025","63","Indique cuál es el mecanismo de acción de los apósitos de hidrogel:","Proporcionan la humedad necesaria para favorecer el proceso natural de cicatrización en las fases de granulación y epitelización.","Absorben rápidamente el exudado de la herida en sentido vertical hacia el interior del apósito formado un gel cohesivo.","El impregnado viscoso permite optimizar las condiciones de ambiente húmedo que favorecen la cicatrización.","El apósito, cuando entra en contacto con el lecho de la herida, irriga la solución salina, al mismo tiempo que absorbe el exudado y las bacterias junto a sus toxinas.","","1","Proporcionan la humedad necesaria para favorecer el proceso natural de cicatrización en las fases de granulación y epitelización.","LEGISLACION","DERECHO"
"2025","64","¿En qué situación no estaría indicado prorrogar la indicación de un medicamento por parte de la enfermera?","Cuando se estén alcanzando con el medicamento los objetivos terapéuticos que se establecieron en el momento de la prescripción y estos estén dentro del margen o intervalo previsto en el protocolo o guía asistencial específica.","Cuando la tolerabilidad al tratamiento del paciente sea adecuada.","Cuando la adherencia al tratamiento por parte del paciente sea adecuada.","Cuando haya habido cambios relevantes en la situación clínica y características del paciente desde el inicio del tratamiento que puedan influir en la indicación del medicamento.","","4","Cuando haya habido cambios relevantes en la situación clínica y características del paciente desde el inicio del tratamiento que puedan influir en la indicación del medicamento.","LEGISLACION","DERECHO"
"2025","65","Para evitar las alteraciones del sueño producidas por el trabajo a turnos, señale la incorrecta:","La melatonina (1-3 mg) mejora el sueño diurno y la vigilancia nocturna.","Los hipnóticos de acción corta facilitan el sueño diurno, pero pueden producir somnolencia residual, incluso nocturna por lo que no se recomiendan.","La cafeína mejora la vigilancia nocturna.","Una siesta previa al turno de trabajo de noche disminuye la somnolencia.","","1","La melatonina (1-3 mg) mejora el sueño diurno y la vigilancia nocturna.","LEGISLACION","DERECHO"
"2025","66","Según la Sociedad Española de Enfermería Neurológica, ¿cuál de las siguientes no es una recomendación para una buena alimentación en las personas con Parkinson?","Tomar conjuntamente alimentos ricos en proteínas y L-Dopa para aumentar la eficacia del medicamento.","Realizar comidas frecuentes y poco abundantes.","Consumir alimentos ricos en proteínas solo por la noche.","Evitar caldos o sopas muy líquidos.","","1","Tomar conjuntamente alimentos ricos en proteínas y L-Dopa para aumentar la eficacia del medicamento.","LEGISLACION","DERECHO"
"2025","67","Jorge, de 28 años, acude por sensación de falta de aire intensa tras un episodio de ansiedad. La exploración muestra taquipnea con respiración rápida y superficial, palidez y sudoración. Gasometría arterial: pH: 7,53, PaCO2: 28mm Hg, HCO3: 24 mmol/L. ¿Qué tipo de trastorno ácido-base presenta?","Acidosis metabólica.","Alcalosis metabólica.","Acidosis respiratoria.","Alcalosis respiratoria.","","4","Alcalosis respiratoria.","LEGISLACION","DERECHO"
"2025","68","¿Qué propiedad permite a ciertas células cardíacas auto excitarse de forma rítmica?","Excitabilidad.","Refractariedad.","Automatismo.","Conductividad.","","3","Automatismo.","LEGISLACION","DERECHO"
"2025","69","¿Qué manifestación dermatológica es típica en la enfermedad celiaca?","Psoriasis.","Dermatitis herpetiforme.","Eczema atópico.","Acné.","","2","Dermatitis herpetiforme.","LEGISLACION","DERECHO"
"2025","70","En el abordaje multidisciplinar de la obesidad, ¿qué tratamiento farmacológico actúa como agonista de la hormona incretina y su pauta de administración es subcutánea semanal?","Orlistat.","Liraglutida.","Semaglutida.","Deruxtecan.","","3","Semaglutida.","LEGISLACION","DERECHO"
"2025","71","De acuerdo con las recomendaciones de la Sociedad Española de Cardiología, ¿cuándo puede un paciente con marcapasos volver a conducir un vehículo con permiso tipo B tras la implantación?","Dos días después, tras acudir a la consulta de enfermería de cardiología.","Dos semanas después del implante, con informe médico positivo cada tres años para renovaciones.","Dos meses después del implante, con informe médico positivo cada tres años para renovaciones.","Está contraindicado volver a conducir una vez se ha implantado el marcapasos.","","2","Dos semanas después del implante, con informe médico positivo cada tres años para renovaciones.","LEGISLACION","DERECHO"
"2025","72","María, 55 años, acude a consulta de enfermería refiriendo pérdida de orina al toser y reír. Tuvo tres embarazos y presenta estreñimiento crónico. ¿Cuál es el tipo más probable de incontinencia urinaria?","Incontinencia urinaria de urgencia.","Incontinencia urinaria de esfuerzo.","Incontinencia urinaria por rebosamiento.","Goteo posmiccional.","","2","Incontinencia urinaria de esfuerzo.","LEGISLACION","DERECHO"
"2025","73","Indique la correcta con relación a la reducción de la acidez urinaria:","Aumenta la defensa natural frente a bacterias.","Favorece la proliferación bacteriana y el riesgo de infección urinaria.","Elimina hongos en el tracto urinario.","Promueve la regeneración de la mucosa vesical.","","2","Favorece la proliferación bacteriana y el riesgo de infección urinaria.","LEGISLACION","DERECHO"
"2025","74","El Test de Snellen se utiliza principalmente para:","Evaluar la presión intraocular.","Valorar el equilibrio.","Detectar hipoacusia.","Medir agudeza visual.","","4","Medir agudeza visual.","LEGISLACION","DERECHO"
"2025","75","Indique la opción incorrecta en relación con el hipoparatiroidismo:","Es un trastorno endocrino que afecta al funcionamiento de las glándulas paratiroides y que consiste en una producción insuficiente de hormona paratiroidea.","Se caracteriza por hipocalcemia e hiperfosfatemia.","Las parestesias, tetania y laringoespasmo son síntomas asociados a niveles bajos de calcio.","El embarazo en mujeres con hipoparatiroidismo está contraindicado, ya que existe alto riesgo de complicaciones materno-fetales.","","4","El embarazo en mujeres con hipoparatiroidismo está contraindicado, ya que existe alto riesgo de complicaciones materno-fetales.","LEGISLACION","DERECHO"
"2025","76","En relación con la osteoporosis señala la opción correcta:","A nivel mundial 1 de cada 5 mujeres y 1 de cada 3 hombres mayores de 50 años sufrirán una fractura osteoporótica a lo largo de su vida.","Tener bajo peso con un IMC inferior a 19 es un factor de riesgo clave.","Las mujeres que experimentan una menopausia temprana tienen mayor riesgo de sufrir osteoporosis debido al aumento de los niveles de estrógenos.","La prevención de la osteoporosis comienza a partir de los 40 años en las mujeres y 45 en los hombres.","","2","Tener bajo peso con un IMC inferior a 19 es un factor de riesgo clave.","LEGISLACION","DERECHO"
"2025","77","¿Cuál de los siguientes alimentos toleran mejor las personas con intolerancia a la lactosa?","Leche condensada.","Leche entera.","Leche desnatada.","Queso curado.","","4","Queso curado.","LEGISLACION","DERECHO"
"2025","78","Las terapias con células CAR-T consisten en:","Bloquear receptores de estrógeno en células tumorales.","Modificar linfocitos T del paciente para que ataquen antígenos tumorales.","Administrar anticuerpos monoclonales contra proteínas tumorales.","Inhibir la angiogénesis tumoral.","","2","Modificar linfocitos T del paciente para que ataquen antígenos tumorales.","LEGISLACION","DERECHO"
"2025","79","¿Cuál es la principal ventaja de la biopsia de ganglio centinela frente a la linfadenectomía completa?","Mayor sensibilidad diagnóstica.","Permite tratamiento inmediato del tumor.","Evita la cirugía del tumor primario.","Menor riesgo de complicaciones.","","4","Menor riesgo de complicaciones.","LEGISLACION","DERECHO"
"2025","80","¿Qué es un evento centinela?","Incidencia imprevista en la que se produce la muerte o una lesión física o psíquica grave, o el riesgo de que se produzca.","Evento que se podría haber previsto y para el que se podría haber estado preparado, pero que ocurre debido a un error u otro fallo del sistema.","El hecho de que un profesional no aplique el grado de diligencia considerado razonable dadas las circunstancias y ello cause una lesión involuntaria a otro.","Situación con gran capacidad de causar daños, pero en la que no se produce ningún incidente.","","1","Incidencia imprevista en la que se produce la muerte o una lesión física o psíquica grave, o el riesgo de que se produzca.","LEGISLACION","DERECHO"
"2025","81","El derecho a la protección de la salud es:","Directamente exigible ante los tribunales.","Un derecho fundamental.","Un principio rector.","Una garantía institucional.","","3","Un principio rector.","LEGISLACION","DERECHO"
"2025","82","La Ley General de Sanidad prevé la participación:","Solo de médicos y enfermeros.","Comunitaria a través de las Corporaciones territoriales correspondientes en la formulación de la política sanitaria y en el control de su ejecución.","De las farmacias únicamente.","De los sindicatos de trabajadores.","","2","Comunitaria a través de las Corporaciones territoriales correspondientes en la formulación de la política sanitaria y en el control de su ejecución.","LEGISLACION","DERECHO"
"2025","83","Los profesionales sanitarios deben:","Actuar según su criterio personal.","Atender solo a pacientes privados.","Delegar la responsabilidad al centro de salud.","Hacer un uso racional de los recursos diagnósticos y terapéuticos a su cargo.","","4","Hacer un uso racional de los recursos diagnósticos y terapéuticos a su cargo.","LEGISLACION","DERECHO"
"2025","84","Señale la respuesta incorrecta:","El calostro tiene un aspecto más denso y amarillo que la leche madura.","El calostro tiene más grasa que la leche madura.","El calostro tiene más proteínas que la leche madura.","El calostro tiene menos lactosa que la leche madura.","","2","El calostro tiene más grasa que la leche madura.","LEGISLACION","DERECHO"
"2025","85","El carbón activado está indicado en el tratamiento de las intoxicaciones agudas producidas por vía oral, siempre y cuando el agente tóxico pueda ser adsorbido por el mismo. Señale el tóxico para el que no estaría indicada su administración:","Opiáceos.","Fenobarbital.","Carbamazepina.","Litio.","","4","Litio.","LEGISLACION","DERECHO"
"2025","86","¿Cuál no es uno de los objetivos de la implantación de los Programas de Optimización de Uso de los Antibióticos?","Mejorar el pronóstico de los pacientes que necesitan tratamiento antibiótico.","Minimizar los efectos adversos.","Controlar la aparición de resistencias.","Reducir tratamientos que no sean costos eficaces.","","4","Reducir tratamientos que no sean costos eficaces.","LEGISLACION","DERECHO"
"2025","87","¿Qué mide el cociente FEV1/FVC en la espirometría?","El volumen total de aire que puede almacenar el pulmón.","El porcentaje de aire expulsado en el primer segundo de la capacidad vital forzada.","La velocidad del flujo inspiratorio máximo.","La frecuencia respiratoria.","","2","El porcentaje de aire expulsado en el primer segundo de la capacidad vital forzada.","LEGISLACION","DERECHO"
"2025","88","¿Cuál es un efecto adverso característico del paclitaxel?","Neuropatía periférica.","Hipoacusia.","Retinopatía.","Cistitis hemorrágica.","","1","Neuropatía periférica.","LEGISLACION","DERECHO"
"2025","89","¿Cuál de las siguientes no es una de las 10 líneas estratégicas recogidas en la Estrategia de Salud Mental del Sistema Nacional de Salud 2022-2026?","Autonomía y derechos. Atención centrada en la persona.","Promoción de la salud mental de la población y prevención de los problemas de salud mental.","Prevención, detección precoz y atención a la conducta suicida.","Atención a las personas con problemas de salud mental basada en el modelo de recuperación en el ámbito hospitalario.","","4","Atención a las personas con problemas de salud mental basada en el modelo de recuperación en el ámbito hospitalario.","LEGISLACION","DERECHO"
"2025","90","El clopidogrel es un:","Antiagregante plaquetario.","Anticoagulante oral antagonista de la vitamina K.","Inhibidor de la bomba de protones.","Betabloqueante.","","1","Antiagregante plaquetario.","LEGISLACION","DERECHO"
"2025","91","Cuando hablamos de la Cianocobalamina nos estamos refiriendo a la:","Vitamina B12.","Vitamina B2.","Vitamina B6.","Vitamina B1.","","1","Vitamina B12.","LEGISLACION","DERECHO"
"2025","92","Señale la respuesta correcta en relación con la Pirámide de Alimentación saludable y las recomendaciones en la población infantil de la Sociedad Española de Nutrición Comunitaria:","Las verduras y hortalizas deben ser consumidas de 4 a 5 al día.","Los lácteos deben consumirse de 4 a 5 al día priorizando las preparaciones ricas en grasas y sin azúcares añadidos.","Las frutas deben consumirse de 3-4 al día.","Todas son correctas.","","3","Las frutas deben consumirse de 3-4 al día.","LEGISLACION","DERECHO"
"2025","93","Indique uno de los criterios diagnósticos del trastorno por atracones:","Ingesta más lenta de lo normal.","Ingesta hasta sentirse confortablemente lleno.","Ingesta en soledad de alimentos por vergüenza asociada a la cantidad ingerida.","Sentimientos positivos sobre sí mismo tras la ingesta.","","3","Ingesta en soledad de alimentos por vergüenza asociada a la cantidad ingerida.","LEGISLACION","DERECHO"
"2025","94","Cuando María valora el acceso venoso de una de las personas que está ingresada en su unidad, encuentra que hay dolor con eritema o hinchazón, sin cordón palpable en la zona de punción, ¿qué grado se le otorga según la Escala de Maddox?","1","2","3","4","","2","2","LEGISLACION","DERECHO"
"2025","95","Respecto al tiempo de espera según la prioridad y color asignada en el Sistema de Triaje Manchester, señale la incorrecta:","Prioridad 1, color rojo, atención inmediata.","Prioridad 5, atención no urgente, color azul, antes de 240 minutos.","Prioridad 3, atención urgente, color naranja, antes de 60 minutos.","Prioridad 4, atención menos urgente, color verde, antes de 120 minutos.","","3","Prioridad 3, atención urgente, color naranja, antes de 60 minutos.","LEGISLACION","DERECHO"
